,area,city,country,latitude,longitude,hotel_star_rating,mmt_location_rating,mmt_review_count,mmt_review_rating,mmt_review_score,mmt_traveller_type_review_count,Couple,Solo,Friends,Business,pageurl,property_address,property_name,property_type,room_types,state,traveller_rating
352,Kausani Estate,Kausani,India,29.841728,79.603676,3,Location:4.8,12,Excellent:5|Very Good:2|Average:4|Poor:1|Terrible:0,4.1,Family:8,2,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XAU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200710081259497741&i=|1,"View Point, Kausani Estate,kumaon mandal vikas nigam Road.",Chevron Eco Lodge,Hotel,Super Deluxe|Duplex Room,Uttrakhand,Location:4.8/5 | Hospitality:4.1/5 | Facilities:3.6/5 | Cleanliness:4.3/5 | Value for Money:4.0/5 | Food:2.6/5
353,Civil Lines,Kanpur,India,26.478285,80.350373,2,Location:5.0,2,Excellent:0|Very Good:1|Average:1|Poor:0|Terrible:0,3.5,Family:0,1,1,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KNU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201410261636038874&i=|1,"15/198 Civil Lines, Civil Lines, Kanpur - 208001, Uttar Pradesh, India. Civil Lines",The Attic Hotel,Hotel,Ac Deluxe Room,Uttar Pradesh,Location:5.0/5 | Hospitality:4.0/5 | Facilities:3.5/5 | Cleanliness:1.5/5 | Value for Money:4.0/5 | Food:0.0/5
354,Main Bazar,Katra,India,32.992184,74.93457,3,Location:4.4,108,Excellent:65|Very Good:17|Average:16|Poor:5|Terrible:5,4.3,Family:63,29,4,5,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XKA&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201406091755423406&i=|1,"Counter No. 2, Pujari Market Main Bazar, Katra (V.D.) Pujari Market Main Bazar",Anurag Hotel,Hotel,Deluxe Room|Family Suites,Jammu  And Kashmir,Location:4.4/5 | Hospitality:4.2/5 | Facilities:4.2/5 | Cleanliness:4.3/5 | Value for Money:4.2/5 | Food:2.7/5
355,VIP Road,Vadodara,India,22.323203,73.188595,2,Location:4.1,42,Excellent:15|Very Good:7|Average:8|Poor:7|Terrible:5,3.7,Family:13,2,18,3,4,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BDQ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201406031923475094&i=,Fatehgunj Main Road Fatehgunj Main Road,Hotel Kalyan FatehGunj,Hotel,Standard    Room,Gujarat,Location:4.1/5 | Hospitality:3.8/5 | Facilities:3.5/5 | Cleanliness:3.6/5 | Value for Money:3.8/5 | Food:3.0/5
356,Dashashwamedh Ghat,Varanasi,India,25.29691,83.002535,3,Location:4.7,7,Excellent:3|Very Good:0|Average:3|Poor:1|Terrible:0,4,Family:3,2,2,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VNS&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201201271055057906&i=,"BHU Ravindrapuri, Near I.P Vijaya Mall Crossing, Assi Ghat Varanasi, Uttar Pradesh 221001 Ravindrapuri",New Hotel Broadway,Hotel,Deluxe.|Super Deluxe.,Uttar Pradesh,Location:4.7/5 | Hospitality:4.0/5 | Facilities:3.7/5 | Cleanliness:4.0/5 | Value for Money:4.0/5 | Food:3.9/5
357,Rao Ji Ka Hata,Udaipur,India,24.57994,73.686688,3,Location:5.0,1,Excellent:1|Very Good:0|Average:0|Poor:0|Terrible:0,4.7,Family:0,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201509071207129202&i=,"97, SETH JI KI HAVELI, NEAR VIDYA NIKETAN SCHOOL(BADNOR KI HAVELI), JADIYON KI OLL, RAO JI KA HATA R Rao Ji Ka Hata",Shree Jagdish Mahal,Hotel,`standard Room|Deluxe,Rajasthan,Location:5.0/5 | Hospitality:5.0/5 | Facilities:4.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:0.0/5
358,Surajpole,Udaipur,India,24.577736,73.701443,2,Location:4.6,8,Excellent:5|Very Good:2|Average:0|Poor:0|Terrible:1,4.4,Family:4,0,4,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201407231302188306&i=,"On main road, 23 City Stations Road, Outside Surajpole, Udaipur - 313001 Surajpole",Hotel Surbhi Palace,Hotel,Non Ac Room|Ac  Room|A/c triple Bedded room|Ac Four Bedded Room|Six Bedded Ac,Rajasthan,Location:4.6/5 | Hospitality:4.5/5 | Facilities:4.4/5 | Cleanliness:4.4/5 | Value for Money:4.5/5 | Food:2.4/5
359,Haridasji Ki Magri,Udaipur,India,24.582019,73.669753,3,Location:4.0,4,Excellent:2|Very Good:1|Average:1|Poor:0|Terrible:0,4.5,Family:3,0,0,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=312254274337401&i=,"Haridas Ji ki Magri, Near Oberoi Udai Vilas, Udaipur, Rajasthan 313001 Haridasji Ki Magri",Amar Kothi,Hotel,Deluxe,Rajasthan,Location:4.0/5 | Hospitality:4.8/5 | Facilities:4.5/5 | Cleanliness:4.8/5 | Value for Money:4.8/5 | Food:4.8/5
360,Opp. APSRTC Bus Terminal,Tirupati,India,13.631435,79.427125,1,Location:2.7,3,Excellent:0|Very Good:0|Average:0|Poor:2|Terrible:1,2.2,Family:2,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=TIR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201407150921418543&i=,"13-6-616/J3/22, Tirumala Bye-Pass Road | Opposite To Srinivasam, P.K.Layout Opp. APSRTC Bus Terminal",Sairam Lodge AC,Hotel,Twin Bed Non Ac|Twin Bed Ac|Triple Bed Non Ac|Triple Bed Ac|Four Bed Non Ac|Four Bed A/c,Andhra Pradesh,Location:2.7/5 | Hospitality:2.0/5 | Facilities:2.0/5 | Cleanliness:2.0/5 | Value for Money:2.0/5 | Food:0.7/5
361,Assi Ghat,Varanasi,India,25.288271,83.00589,2,Location:4.2,22,Excellent:16|Very Good:0|Average:3|Poor:2|Terrible:1,4.3,Family:8,5,5,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VNS&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201305101233116728&i=,"B-1/150,1D1, Jagarnath Gali Lodging Street Assi, Varanasi Assi Ghat",Hotel Ishan Paying Guest House,Hotel,Non Ac Room With Shared Bathroom|Non Ac Room|Ac Deluxe Room|Ac Super Deluxe,Uttar Pradesh,Location:4.2/5 | Hospitality:4.5/5 | Facilities:4.3/5 | Cleanliness:3.9/5 | Value for Money:4.5/5 | Food:2.6/5
362,Mahakaleshwar Mandir,Ujjain,India,23.184135,75.76944,3,Location:4.5,35,Excellent:13|Very Good:7|Average:9|Poor:5|Terrible:1,3.9,Family:25,4,5,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XUJ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201411211453165358&i=,"8/3, Street No 1 Mahakaleshwar Mandir",Hotel Gujarat Heritage,Hotel,Double Bed Non Ac Room|Double Bed Ac Room|Triple Bed Non Ac Room|Triple Bed Ac Room|4 Bed Non AC Room|4 Bed Ac Room|8 Bed Ac,Madhya Pradesh,Location:4.5/5 | Hospitality:4.0/5 | Facilities:3.9/5 | Cleanliness:3.5/5 | Value for Money:4.0/5 | Food:2.8/5
363,Ambavgarh,Udaipur,India,24.580004,73.679999,3,Location:3.3,6,Excellent:1|Very Good:1|Average:0|Poor:3|Terrible:1,3.1,Family:3,3,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201403152033313023&i=,"18 -G, Ambavgarh Ambavgarh",Hotel Sapphire,Hotel,Deluxe|Super Deluxe,Rajasthan,Location:3.3/5 | Hospitality:3.0/5 | Facilities:2.7/5 | Cleanliness:3.2/5 | Value for Money:3.0/5 | Food:2.5/5
364,GIDC,Vapi,India,20.3639,72.9221,1,Location:4.8,33,Excellent:30|Very Good:3|Average:0|Poor:0|Terrible:0,4.8,Family:2,3,22,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XVA&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201412101600299852&i=,"G.I.D.C., Char Rasta, Silvassa Road, Above Asopalav Restaurant, Vapi, Gujarat 396195 GIDC",Hotel Apex Inn,Hotel,Standard AC|Deluxe Ac|Suite Ac|Executive Suite Ac,Gujarat,Location:4.8/5 | Hospitality:4.9/5 | Facilities:4.8/5 | Cleanliness:4.2/5 | Value for Money:4.9/5 | Food:2.2/5
365,Udaipur Railway Station,Udaipur,India,24.552939,73.70264,4,Location:3.8,146,Excellent:64|Very Good:36|Average:26|Poor:16|Terrible:4,4.1,Family:82,19,3,4,4,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=200707191009129960&i=,"Hiran Magri, Sector No 11, Near Savina Math","Rajputana, Udaipur - A juSTa Resort",Hotel,Deluxe|Premier|VILLA with Garden view,Rajasthan,Location:3.8/5 | Hospitality:4.2/5 | Facilities:4.1/5 | Cleanliness:4.0/5 | Value for Money:4.1/5 | Food:3.2/5
366,Udaipur Railway Station,Udaipur,India,24.5597,73.6932,1,Location:4.9,20,Excellent:20|Very Good:0|Average:0|Poor:0|Terrible:0,5,Family:1,7,8,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201502021531555385&i=,"Hiran Magri ,sector 11 House no 692,behind shantiraj hospital",Raja Rani Homestay,Hotel,Deluxe Non Ac|Deluxe Ac,Rajasthn,Location:4.9/5 | Hospitality:5.0/5 | Facilities:4.9/5 | Cleanliness:4.6/5 | Value for Money:5.0/5 | Food:2.8/5
367,Tiruvannamalai,Tiruvannamalai,India,12.233,79.0677,3,Location:5.0,6,Excellent:6|Very Good:0|Average:0|Poor:0|Terrible:0,4.9,Family:4,1,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=TRU&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201504091850429236&i=,"No. 7, Ammani Amman Gopuram Street, Opposite North Gopuram, Tiruvannamalai, Tamil Nadu 606601 Tiruvannamalai",Sri Sarvesha JS Palace,Hotel,Studio|Luxury Room|Suite Room,Tamilnadu,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:4.2/5 | Value for Money:5.0/5 | Food:1.7/5
368,Vagamon,Vagamon,India,9.71678,76.8927,4,Location:5.0,11,Excellent:11|Very Good:0|Average:0|Poor:0|Terrible:0,5,Family:6,3,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XVE&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201503131126453523&i=,"Chottupara, Vagamon, Vagamon",Falcon Crest,Hotel,1 Bed Room Villa|2 Bed Room Villa,kerala,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:3.6/5 | Value for Money:5.0/5 | Food:3.5/5
369,Godowlia,Varanasi,India,25.310353,83.005318,1,Location:4.5,6,Excellent:5|Very Good:0|Average:0|Poor:0|Terrible:1,4.5,Family:3,1,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VNS&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201410221340349392&i=,"Beside HP Petrol pump GirjaGhar Crossing, Godowlia Varanasi UP  221001  INDIA Godowlia",Surya Residency,Hotel,Double Bed Non Ac|Double Bed Ac|Deluxe Double Bed Non Ac|Triple Bed Non Ac|Double Bed Deluxe Ac|Deluxe Triple Bed Non Ac|Triple Bed Ac|Triple Bed Deluxe Ac,Uttar Pradesh,Location:4.5/5 | Hospitality:4.5/5 | Facilities:4.3/5 | Cleanliness:4.2/5 | Value for Money:4.5/5 | Food:1.7/5
370,Surajpole,Udaipur,India,24.578054,73.696245,2,Location:4.6,5,Excellent:1|Very Good:2|Average:1|Poor:0|Terrible:1,3.7,Family:1,1,1,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201201280757028113&i=,"Near SBBJ Bank, Surajpole Surajpole",Kaveri Palace,Hotel,Non Ac Room|Standard Ac.,Rajasthan,Location:4.6/5 | Hospitality:3.4/5 | Facilities:3.4/5 | Cleanliness:2.8/5 | Value for Money:3.4/5 | Food:1.8/5
371,Dashashwamedh Ghat,Varanasi,India,25.3097,83.0034,2,Location:4.2,73,Excellent:10|Very Good:19|Average:27|Poor:10|Terrible:7,3.6,Family:33,10,7,0,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VNS&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201109191031228682&i=,"D- 47/200 B, Ramapura, near pdr mall. Opp Nidan Kendra, Godowlia. Varanasi. Dashashwamedh Ghat",Hotel Atithi Satkaar,Hotel,Double Bed|AC Double Bed Room,Uttar Pradesh,Location:4.2/5 | Hospitality:3.3/5 | Facilities:3.2/5 | Cleanliness:3.6/5 | Value for Money:3.5/5 | Food:2.8/5
372,Sayajigunj,Vadodara,India,22.3081057,73.1840399,4,Location:4.8,17,Excellent:14|Very Good:1|Average:2|Poor:0|Terrible:0,4.7,Family:2,6,8,0,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BDQ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201506241450377651&i=,"Opp-Parsi Agyari, Sayajigunj Sayajigunj",Lemon Tree Hotel,Hotel,Business (Double Room),Gujarat,Location:4.8/5 | Hospitality:4.9/5 | Facilities:4.8/5 | Cleanliness:4.8/5 | Value for Money:4.9/5 | Food:3.9/5
373,Hiran Magri,Udaipur,India,24.564884,73.72567,2,Location:4.6,5,Excellent:4|Very Good:0|Average:0|Poor:1|Terrible:0,4.5,Family:1,1,3,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201410301920387826&i=,"1-KA-15, HIRAN MAGRI, SEC-5, NARAYAN SEVA SANSTHAN ROAD Hiran Magri",Meenakshi Hotel,Hotel,`standard| Deluxe,Rajasthan,Location:4.6/5 | Hospitality:4.6/5 | Facilities:4.4/5 | Cleanliness:3.6/5 | Value for Money:4.6/5 | Food:0.6/5
374,Gangour Ghat Marg,Udaipur,India,24.580202,73.683628,1,Location:4.8,70,Excellent:56|Very Good:12|Average:1|Poor:0|Terrible:1,4.7,Family:14,4,3,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201103281138216370&i=,74 Gangour Ghat Marg Gangour Ghat Marg,Bhanwar Vilas Guest House,Hotel,Standard Non Ac|Standard Ac.,Rajasthan,Location:4.8/5 | Hospitality:4.8/5 | Facilities:4.6/5 | Cleanliness:4.6/5 | Value for Money:4.8/5 | Food:4.3/5
375,Akota Gardens,Vadodara,India,22.2867,73.169,4,Location:4.2,57,Excellent:21|Very Good:20|Average:13|Poor:3|Terrible:0,4.2,Family:16,9,10,0,11,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BDQ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201109071628284628&i=,"Akota, Mujmahuda, Vadodara, Gujarat Akota Gardens","Royal Orchid Central, Vadodara",Hotel,Club,Gujarat,Location:4.2/5 | Hospitality:4.2/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4.2/5 | Food:3.5/5
376,North Udaipur,Udaipur,India,24.590661,73.678077,2,Location:4.9,125,Excellent:86|Very Good:24|Average:11|Poor:4|Terrible:0,4.6,Family:51,39,6,9,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=200709191902357239&i=,"5,B Alkapuri, Fateh sagar Lake Fatehsagar",Hotel Rampratap Palace,Hotel,Deluxe|Deluxe Lake Facing Room,Rajasthan,Location:4.9/5 | Hospitality:4.5/5 | Facilities:4.4/5 | Cleanliness:4.5/5 | Value for Money:4.5/5 | Food:3.8/5
377,Railway Station Area,Ujjain,India,23.177392,75.776634,3,Location:4.6,25,Excellent:4|Very Good:5|Average:6|Poor:10|Terrible:0,3.4,Family:13,8,3,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XUJ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201509151207059951&i=,"No. 6, Station Road, Indore Gate, Behind Ganapathi Mandir, Ujjain, Madhya Pradesh 456001 Railway Station Area",Hotel Atlas Palace,Hotel,Deluxe Room|Family Room|Royal Room,Madhya Pradesh,Location:4.6/5 | Hospitality:3.0/5 | Facilities:3.2/5 | Cleanliness:2.4/5 | Value for Money:3.0/5 | Food:1.0/5
378,Malipura,Ujjain,India,23.18009673,75.78072911,1,Location:4.6,82,Excellent:32|Very Good:24|Average:16|Poor:8|Terrible:2,4.1,Family:42,14,10,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XUJ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=200801040931184414&i=,Opp.Railyway Station Near Railway Station,Hotel Rama Krishna,Hotel,Standard Ac Room,Madhya Pradesh,Location:4.6/5 | Hospitality:4.1/5 | Facilities:3.9/5 | Cleanliness:3.7/5 | Value for Money:4.1/5 | Food:2.9/5
379,Bujda,Udaipur,India,24.590569,73.611908,5,Location:4.6,65,Excellent:47|Very Good:7|Average:8|Poor:3|Terrible:0,4.5,Family:26,21,1,2,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201406271058138015&i=,"Village Bujhda, Tehsil Girwa, Udai Talai area, Kodiyat Road Bujda",The Ananta Udaipur,Hotel,Deluxe Room,Rajasthan,Location:4.6/5 | Hospitality:4.4/5 | Facilities:4.4/5 | Cleanliness:4.0/5 | Value for Money:4.4/5 | Food:2.5/5
380,ring road square,Ujjain,India,23.15734,75.781299,4,Location:3.7,7,Excellent:3|Very Good:0|Average:0|Poor:1|Terrible:3,3,Family:2,2,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XUJ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201103251642081636&i=,"Nana Kheda,ring road suare ujjain ring road square",Hotel Shanti Palace,Hotel,Executive|Grand Room|Royal Room|Queen Suite|King Suite,Madhya Pradesh,Location:3.7/5 | Hospitality:3.6/5 | Facilities:2.7/5 | Cleanliness:3.0/5 | Value for Money:2.9/5 | Food:3.0/5
381,Velankanni Basilica,Vailankanni,India,10.682222,79.845423,1,Location:4.3,49,Excellent:6|Very Good:6|Average:18|Poor:16|Terrible:3,3.2,Family:20,4,2,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XVK&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=200904211726164871&i=,"hotel picnic, main road, velankanni Vailankanni",Hotel Picnic Country Club,Hotel,Double Bed Non Ac|3 Bed Non Ac Room|Double Bed Ac|3 Bed Ac Room,Tamilnadu,Location:4.3/5 | Hospitality:3.5/5 | Facilities:2.9/5 | Cleanliness:3.2/5 | Value for Money:3.2/5 | Food:2.1/5
382,Udaipur Bus Stand,Udaipur,India,24.575659,73.699088,1,Location:4.6,76,Excellent:41|Very Good:18|Average:14|Poor:3|Terrible:0,4.3,Family:42,14,8,4,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201111221247163888&i=,"11-Agrasen Nagar, Opp.Central Bus Stand, Udaipole Udaipole",Hotel Udai Palace,Hotel,Standard Room|Deluxe Room|Super Deluxe Room|Family Room,Rajasthan,Location:4.6/5 | Hospitality:4.5/5 | Facilities:4.2/5 | Cleanliness:4.2/5 | Value for Money:4.5/5 | Food:3.8/5
383,Sayajigunj,Vadodara,India,22.308805,73.183053,3,Location:4.6,60,Excellent:24|Very Good:12|Average:11|Poor:11|Terrible:2,3.9,Family:12,5,24,1,11,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BDQ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=200707101250221232&i=,Sayajigunj Sayajigunj,Hotel Surya,Hotel,Executive|Corporate Room|Deluxe Room|Club Room,Gujarat,Location:4.6/5 | Hospitality:3.8/5 | Facilities:3.8/5 | Cleanliness:3.6/5 | Value for Money:3.8/5 | Food:3.2/5
384,Sigra,Varanasi,India,25.314787,82.989037,1,Location:4.1,31,Excellent:3|Very Good:4|Average:9|Poor:11|Terrible:4,3.2,Family:12,2,12,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VNS&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201109141140069104&i=,"Vidyapeeth Road, Opp. Sigra Stadium Sigra",Hotel Ashok,Hotel,Non Ac Room|Air Cooled Double|Ac  Double|Air Cooled 3 Bed|Ac 3 Bed|Ac 4 Bed|A/c Deluxe,Uttar Pradesh,Location:4.1/5 | Hospitality:2.9/5 | Facilities:3.0/5 | Cleanliness:2.9/5 | Value for Money:3.0/5 | Food:1.7/5
385,Central Bus Station,Vadodara,India,22.314159,73.181437,3,Location:4.5,11,Excellent:5|Very Good:3|Average:2|Poor:0|Terrible:1,4.2,Family:2,2,2,0,3,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BDQ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=20070808090412661&i=,"Near central Bus Depot, Station Road Central Bus Station",Hotel Yuvraj,Hotel,Super Deluxe,Gujarat,Location:4.5/5 | Hospitality:4.8/5 | Facilities:4.0/5 | Cleanliness:4.1/5 | Value for Money:4.4/5 | Food:4.0/5
386,Ram Ghat,Ujjain,India,23.189814,75.768378,2,Location:4.6,10,Excellent:2|Very Good:3|Average:2|Poor:3|Terrible:0,3.7,Family:6,3,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XUJ&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201510201849094454&i=,"41 , dani gate , Near Ramghat , opp. Mahakaleshwar Temple Ram Ghat",Hotel Ashoka Palace,Hotel,Deluxe Room|Super Deluxe Room.|Family Room 5 Bed,Madhya Pradesh,Location:4.6/5 | Hospitality:3.5/5 | Facilities:3.4/5 | Cleanliness:2.6/5 | Value for Money:3.5/5 | Food:0.0/5
387,Lal Ghat,Udaipur,India,24.579622,73.68261,2,Location:4.3,78,Excellent:25|Very Good:16|Average:29|Poor:7|Terrible:1,3.9,Family:17,21,3,3,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=200707121038478271&i=,"34-35, Lal Ghat, Udaipur Jagdish Chowk",Mewar Haveli - A Traditional Hotel,Hotel,Standard|Superior|Deluxe Large Suite Street View Room|Deluxe Lake Facing Room,Rajasthan,Location:4.3/5 | Hospitality:4.1/5 | Facilities:3.7/5 | Cleanliness:4.1/5 | Value for Money:4.0/5 | Food:3.5/5
388,Nani Daman,Daman,India,20.4127,72.8565,5,Location:4.4,156,Excellent:96|Very Good:26|Average:24|Poor:7|Terrible:3,4.4,Family:68,70,1,3,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XVA&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201403231325015615&i=,Varkund Nani Daman,The Deltin,Hotel,Superior Room King|Deluxe King|Superior Queen Family Room|Deluxe Queen Family Room|Deluxe Suite,Daman (UT),Location:4.4/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:3.9/5 | Value for Money:4.4/5 | Food:2.0/5
389,New Delhi Railway Station,New Delhi And NCR,India,28.648147,77.211559,2,Location:3.0,2,Excellent:0|Very Good:0|Average:2|Poor:0|Terrible:0,3.5,Family:1,1,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=DEL&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201312051122013694&i=,"9491/11, Multani Dhanda, Pahar Ganj, Near New Delhi Railway Station Pahar Ganj",Hotel Akshay Deluxe,Hotel,Deluxe Ac,New Delhi,Location:3.0/5 | Hospitality:3.5/5 | Facilities:3.0/5 | Cleanliness:3.5/5 | Value for Money:3.5/5 | Food:4.5/5
