,area,city,country,latitude,longitude,hotel_star_rating,mmt_location_rating,mmt_review_count,mmt_review_rating,mmt_review_score,mmt_traveller_type_review_count,Couple,Solo,Friends,Business,pageurl,property_address,property_name,property_type,room_types,state,traveller_rating
310,Tararani Chowk,Kolhapur,India,16.703068,74.250573,2,Location:4.6,8,Excellent:3|Very Good:4|Average:0|Poor:1|Terrible:0,4.2,Family:5,3,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KLH&country=IN&checkin=09272016&checkout=09282016&area=&roomStayQualifier=1e0e&hotelId=201509091745149877&i=|0,"2104 -16A, E, Opp MAI Hyundai, Old Pune Bangalore Road, Near Tararani Chowk, Old Pune Bangalore Road,",Hotel Opal,Hotel,Deluxe Non  Ac|Deluxe Ac,Maharashtra,Location:4.6/5 | Hospitality:4.4/5 | Facilities:3.8/5 | Cleanliness:4.1/5 | Value for Money:4.4/5 | Food:3.2/5
311,Banjara Hills,Hyderabad,India,17.399281,78.462671,3,Location:4.9,9,Excellent:4|Very Good:0|Average:2|Poor:3|Terrible:0,3.8,Family:1,1,4,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=HYD&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201510281207496194&i=,"11-6-872/1 to 6 872/A/B, Lakdikapul Lakdikapul",Hotel Riya Grand,Hotel,A/c  Standard Room,Telengana,Location:4.9/5 | Hospitality:3.6/5 | Facilities:3.6/5 | Cleanliness:3.6/5 | Value for Money:3.6/5 | Food:0.0/5
312,Killiyur Falls Road,Yercaud,India,11.78664,78.203708,2,Location:4.6,58,Excellent:19|Very Good:21|Average:12|Poor:4|Terrible:2,4,Family:16,9,0,1,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XSE&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200701242128137472&i=,"Killiyur Falls Road, Yercaud, Killiyur Falls Road",Grand Palace Hotel and Spa,Hotel,Sunrise Room|Premium Room|Junior Suite|Premium Balcony Room,Tamil Nadu,Location:4.6/5 | Hospitality:4.1/5 | Facilities:4.0/5 | Cleanliness:4.2/5 | Value for Money:3.8/5 | Food:3.7/5
313,Haridwar Railway Station,Haridwar,India,29.9472,78.1551,4,Location:4.7,266,Excellent:195|Very Good:37|Average:23|Poor:9|Terrible:2,4.6,Family:153,60,30,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XHA&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201506151420554162&i=,Multi-Functional Complex Haridwar Railway Station,Hotel Le Roi Haridwar at Har ki Pauri,Hotel,Deluxe Room|Premium Room,UTTARAKHAND,Location:4.7/5 | Hospitality:4.4/5 | Facilities:4.5/5 | Cleanliness:4.0/5 | Value for Money:4.4/5 | Food:2.2/5
314,Shoghi,Shimla,India,31.020749,77.155997,4,Location:4.7,3,Excellent:3|Very Good:0|Average:0|Poor:0|Terrible:0,4.9,Family:2,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=WGD&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201403151655084118&i=,"Katnalu Creek, Village Kanechi, Sadhupul, Kotgaya Road, Post Office Shoghi Shoghi",Hail Himalyas,Camp,Jungle Inn|Jungle Den|Valley Comfort|Mountain Luxury,Himachal Pradesh,Location:4.7/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:4.7/5 | Value for Money:5.0/5 | Food:1.7/5
315,Khajjiar Chamba Road,Khajjiar,India,32.5386,75.975,3,Location:4.3,70,Excellent:31|Very Good:18|Average:11|Poor:5|Terrible:5,4.1,Family:40,19,1,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XKJ&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200706261051369187&i=,Khajjiar Chamba Road Khajjiar Chamba Khajjiar Chamba Road,Royal Residency,Hotel,Budget Room|Standard|Studio|Suite,Himachal Pradesh,Location:4.3/5 | Hospitality:4.3/5 | Facilities:3.8/5 | Cleanliness:3.6/5 | Value for Money:4.3/5 | Food:2.2/5
316,Kuthar,Kasauli,India,30.970709,76.960902,3,Location:2.6,5,Excellent:1|Very Good:0|Average:0|Poor:1|Terrible:3,2.5,Family:2,2,0,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=WGCH&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201412271012166953&i=,"Kothar Palace, Post Office -Kuthar Teh-Kausali, Distt Solan Kuthar",Kuthar Heritage Resort,Hotel,Deluxe Room|Premium Double,Himachal Pradesh,Location:2.6/5 | Hospitality:3.2/5 | Facilities:2.0/5 | Cleanliness:2.0/5 | Value for Money:3.2/5 | Food:2.6/5
317,KSRTC Bus Station,Allepey,India,9.505617,76.34085,2,Location:4.0,8,Excellent:0|Very Good:0|Average:2|Poor:5|Terrible:1,2.7,Family:2,3,0,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XLL&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200811251402012877&i=,"Thondankulangara Jn., Thathampally P.O KSRTC Bus Station",Picasso Castle,Hotel,Standard Ac Room|Suite  Ac,Kerala,Location:4.0/5 | Hospitality:2.5/5 | Facilities:2.0/5 | Cleanliness:2.9/5 | Value for Money:2.5/5 | Food:2.2/5
318,Residency Rd,Jodhpur,India,26.271191,73.028261,2,Location:4.3,15,Excellent:5|Very Good:4|Average:4|Poor:2|Terrible:0,4,Family:9,4,0,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=JDH&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201007301748357164&i=,1. High Court Colony Residency Rd,The Marwar Hotel And Gardens,Hotel,Executive Room|Premium Room,Rajasthan,Location:4.3/5 | Hospitality:4.0/5 | Facilities:4.1/5 | Cleanliness:4.0/5 | Value for Money:4.0/5 | Food:3.8/5
319,Mall Road,Manali,India,32.241393,77.188701,1,Location:4.5,4,Excellent:2|Very Good:0|Average:0|Poor:2|Terrible:0,3.5,Family:3,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KUU&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201201241314458874&i=,"Near New Shivalik Hotel,The Mall Mall Road",Hotel Neelkanth,Hotel,Deluxe,Himachal Pradesh,Location:4.5/5 | Hospitality:3.8/5 | Facilities:3.0/5 | Cleanliness:2.0/5 | Value for Money:3.8/5 | Food:1.0/5
320,Dal Lake,Srinagar,India,34.091069,74.844929,3,Location:4.0,9,Excellent:1|Very Good:3|Average:2|Poor:1|Terrible:2,3.4,Family:6,3,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=SXR&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201205171634377250&i=,Nehru Park Dal Lake,Persian Palace Group of Houseboats,Houseboat,Standard|Deluxe,Jammu and Kashmir,Location:4.0/5 | Hospitality:3.6/5 | Facilities:3.1/5 | Cleanliness:3.9/5 | Value for Money:3.6/5 | Food:2.0/5
321,Domuha Road,Bodhgaya,India,24.696516,84.973708,4,Location:5.0,1,Excellent:0|Very Good:1|Average:0|Poor:0|Terrible:0,4,Family:1,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XBG&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201209051722434811&i=,Domuhan Road Domuha Road,Hotel The Royal Residency,Hotel,Deluxe Ac|Suite Room,Bihar,Location:5.0/5 | Hospitality:3.0/5 | Facilities:3.0/5 | Cleanliness:3.0/5 | Value for Money:3.0/5 | Food:5.0/5
322,Nagar  Manmad Highway,Shirdi,India,19.7482,74.4781,3,Location:4.6,10,Excellent:8|Very Good:1|Average:0|Poor:1|Terrible:0,4.6,Family:6,2,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=WGP&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201203101120199550&i=,"5 Minute Distance from Sai Baba Temple , Nagar Manmad Highway Shirdi Road Nagar  Manmad Highway",Hotel Kb's Grand,Hotel,Silver Non Ac|Silver,Maharashtra,Location:4.6/5 | Hospitality:4.4/5 | Facilities:4.5/5 | Cleanliness:4.1/5 | Value for Money:4.5/5 | Food:1.8/5
323,Old Tiruchanoor Road,Tirupati,India,13.62623,79.427821,2,Location:3.7,31,Excellent:4|Very Good:11|Average:12|Poor:4|Terrible:0,3.8,Family:6,0,2,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=TIR&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201106291630532954&i=,"No 19-94 A1, Old Tiruchanoor Road, Beside Electricity Revenue Office (ERO), Near Annapurneswari Devi Old Tiruchanoor Road",ASR Guest House,Hotel,Executive Non Ac|Executive Ac,Andhra Pradesh,Location:3.7/5 | Hospitality:3.3/5 | Facilities:3.5/5 | Cleanliness:3.7/5 | Value for Money:4.0/5 | Food:2.4/5
324,Karol Bagh,New Delhi And NCR,India,28.645925,77.182829,2,Location:4.6,5,Excellent:4|Very Good:1|Average:0|Poor:0|Terrible:0,4.8,Family:1,3,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=DEL&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201505191143559292&i=,"7A/35,CHANNA MARKET,KAROL BAGH Karol Bagh",Hotel Gold Souk,Hotel,Standard Room,New Delhi,Location:4.6/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:3.8/5
325,Karol Bagh,New Delhi And NCR,India,28.646297,77.187734,2,Location:5.0,1,Excellent:0|Very Good:1|Average:0|Poor:0|Terrible:0,4.3,Family:0,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=DEL&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200710111006006047&i=,"15A/28, WEA, Saraswati Marg, Karol Bagh Karol Bagh",J.P.Residency,Hotel,Standard,Delhi,Location:5.0/5 | Hospitality:0.0/5 | Facilities:4.0/5 | Cleanliness:4.0/5 | Value for Money:5.0/5 | Food:0.0/5
326,Navi Mumbai,Mumbai,India,19.080687,73.004543,2,Location:3.4,11,Excellent:3|Very Good:1|Average:2|Poor:1|Terrible:4,3.1,Family:1,3,4,0,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201106291159328657&i=,"Plot No. 17, Sector - 19C, Palm Beach Road, Vashi,  Vashi, Palm Beach Road Vashi, Navi Mumbai",Hotel Amol,Hotel,Executive|Superior Room,Maharashtra,Location:3.4/5 | Hospitality:3.3/5 | Facilities:2.9/5 | Cleanliness:2.9/5 | Value for Money:3.1/5 | Food:1.6/5
327,Lakdi Ka Pul,Hyderabad,India,17.404294,78.465143,3,Location:4.5,159,Excellent:75|Very Good:36|Average:30|Poor:14|Terrible:4,4.1,Family:48,24,38,3,11,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=HYD&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200701151555243854&i=,"6-1-71, Lakdi-ka-Pul, Lakdikapul",The Central Court Hotel,Hotel,Club Room|Junior Suite,Telangana,Location:4.5/5 | Hospitality:4.1/5 | Facilities:4.0/5 | Cleanliness:4.1/5 | Value for Money:4.1/5 | Food:3.1/5
328,Sivaji Palem,Vishakhapatnam,India,17.739225,83.326513,1,Location:4.2,5,Excellent:2|Very Good:1|Average:1|Poor:0|Terrible:1,3.7,Family:2,0,2,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VTZ&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201409151030062726&i=,"Nh-5, Maddilapalem, Isukhathota, Nh-5 Visnu Honda Bike Showroom, SivajiPalem, VISAKHAPATNAM Sivaji Palem",Hotel Seacity Grand,Hotel,Standard Ac,Andhra pradesh,Location:4.2/5 | Hospitality:3.8/5 | Facilities:3.6/5 | Cleanliness:2.4/5 | Value for Money:3.8/5 | Food:1.6/5
329,Ichchhapor,Surat,India,21.191971,72.726872,3,Location:3.7,6,Excellent:3|Very Good:2|Average:0|Poor:1|Terrible:0,4.2,Family:1,1,3,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=STV&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201409051145568033&i=,HOTEL EXECUTIVE BEHIND CNG GAS STATION NEAR ONGC CHAR RASTA  ICHHAPORE Ichchhapor,Hotel Executive,Hotel,Executive Deluxe Non Ac|Executive Deluxe|Executive Super Deluxe|Executive Suite,GUJARAT,Location:3.7/5 | Hospitality:4.0/5 | Facilities:4.3/5 | Cleanliness:4.5/5 | Value for Money:4.0/5 | Food:4.0/5
330,G E Road,Raipur,India,21.235936,81.682248,4,Location:4.6,38,Excellent:17|Very Good:3|Average:14|Poor:3|Terrible:1,4.1,Family:6,2,12,0,11,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=RPR&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200904181657447121&i=,"VIP Road, Rajiv Gandhi Marg, VIP Road",Hotel Babylon International,Hotel,Executive|Deluxe|Royal,Chattisgarh,Location:4.6/5 | Hospitality:3.9/5 | Facilities:3.9/5 | Cleanliness:4.2/5 | Value for Money:3.9/5 | Food:3.6/5
331,Chandpole,Jaipur,India,26.925353,75.804602,1,Location:5.0,1,Excellent:1|Very Good:0|Average:0|Poor:0|Terrible:0,5,Family:0,0,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=JAI&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201409221512214709&i=,"47, Jobner Bagh, Near Chandpole police line,Jaipur Chandpole",Hotel 47 Jobner Bagh,Hotel,Super Deluxe Room| Deluxe|Super Deluxe Room With Balcony|Suit Room,Rajasthan,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5
332,Railway Station,Jodhpur,India,26.28747765,73.02528575,2,Location:4.3,21,Excellent:14|Very Good:1|Average:4|Poor:2|Terrible:0,4.3,Family:2,3,14,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=JDH&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=20160112143828402&i=|1,"NearBank of Baroda,Sojati Gate",Hotel Haveli Inn,Hotel,Standard Non Ac|Standard Ac|Deluxe Ac|Super Deluxe Ac,Rajasthan,Location:4.3/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:4.0/5 | Value for Money:4.0/5 | Food:1.0/5
333,Kannur Town,Kannur,India,11.869893,75.401435,4,Location:4.3,28,Excellent:15|Very Good:7|Average:6|Poor:0|Terrible:0,4.4,Family:5,4,13,2,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XVH&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201409231534436637&i=|1,"sky pearl,four star luxury hotel Chovva",Hotel Sky Pearl,Hotel,Deluxe Non Ac|Deluxe Ac|Executive|Semi Suite|Suite Room,kerala,Location:4.3/5 | Hospitality:4.0/5 | Facilities:4.1/5 | Cleanliness:4.3/5 | Value for Money:4.0/5 | Food:1.9/5
334,Laws Ghat Road,Kodaikanal,India,10.247523,77.50223,2,Location:3.7,75,Excellent:11|Very Good:13|Average:25|Poor:23|Terrible:3,3.4,Family:18,7,2,2,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XKO&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200701151614363943&i=|1,"5/324 And 5/325, Laws Ghat Road,Near Zion Matriculation School Kodaikanal",Hotel Mount View,Hotel,Standard|Deluxe|Family Suite|Honeymoon Suite,Tamil Nadu,Location:3.7/5 | Hospitality:3.7/5 | Facilities:3.3/5 | Cleanliness:3.4/5 | Value for Money:3.4/5 | Food:1.9/5
335,Vinayak Bazar,Jammu,India,32.726602,74.857026,3,Location:1.3,3,Excellent:0|Very Good:0|Average:0|Poor:1|Terrible:2,1.5,Family:0,0,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=IXJ&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200906250947404638&i=|1,Vinayak Bazar Vinayak Bazar,Ashoka New Diamond Hotel,Hotel,Deluxe Rooms,Jammu and Srinagar,Location:1.3/5 | Hospitality:0.0/5 | Facilities:1.3/5 | Cleanliness:1.7/5 | Value for Money:1.3/5 | Food:0.0/5
336,Station Road,Kolhapur,India,16.703729,74.236975,1,Location:5.0,1,Excellent:1|Very Good:0|Average:0|Poor:0|Terrible:0,4.6,Family:1,0,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KLH&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201409152300046817&i=|1,"opp Railway Station, Near New Ganesh Arts Near New Ganesh Arts",Hotel Rajpurush,Hotel,Deluxe A.C,Maharashtra,Location:5.0/5 | Hospitality:5.0/5 | Facilities:4.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5
337,Airport Road,Khajuraho,India,24.837898,79.921255,5,Location:4.6,75,Excellent:42|Very Good:9|Average:16|Poor:8|Terrible:0,4.2,Family:24,30,6,1,1,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=HJR&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200903231017044190&i=|1,Airport Road Airport Road,Ramada,Hotel,Superior|Deluxe,Madhya Pradesh,Location:4.6/5 | Hospitality:4.2/5 | Facilities:4.1/5 | Cleanliness:3.2/5 | Value for Money:4.2/5 | Food:3.1/5
338,Kausani Estate,Kausani,India,29.8471,79.6043,3,Location:4.7,12,Excellent:10|Very Good:0|Average:0|Poor:2|Terrible:0,4.4,Family:6,4,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XAU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201410271614253717&i=|1,"Tea Garden Baijnath Road Kausani, Uttarakhand- 263639, India.",The Heritage Resort,Resort,Executive Cottage|Luxury Double Story Bamboo Cottage,Uttrakhand,Location:4.7/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:3.8/5 | Value for Money:4.4/5 | Food:1.6/5
339,80 Feet Road,Kanpur,India,26.472658,80.323114,3,Location:4.1,42,Excellent:21|Very Good:9|Average:4|Poor:5|Terrible:3,4,Family:4,6,21,0,9,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KNU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201303211217416209&i=|1,"111/453, Brahm Nager 80, ft Road Brahm Nager",Malik Residency,Hotel,Deluxe Room,Uttar Pradesh,Location:4.1/5 | Hospitality:4.1/5 | Facilities:4.0/5 | Cleanliness:3.8/5 | Value for Money:4.1/5 | Food:2.5/5
340,Shikargarh,Jodhpur,India,26.269357,73.069713,5,Location:4.1,96,Excellent:75|Very Good:9|Average:8|Poor:4|Terrible:0,4.6,Family:43,25,16,1,2,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=JDH&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201303141722222229&i=|1,"Opposite Military Officer Quarters Benayakia Road, Shikargadh",Indana Palace Jodhpur,Hotel,Executive|Premium|Junior Suite|Suites|Presidential Suites,Rajasthan,Location:4.1/5 | Hospitality:4.5/5 | Facilities:4.7/5 | Cleanliness:4.6/5 | Value for Money:4.5/5 | Food:2.7/5
341,Keonjhar,Keonjhar,India,21.635294,85.606714,1,Location:4.7,15,Excellent:8|Very Good:4|Average:3|Poor:0|Terrible:0,4.5,Family:1,3,8,2,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KEO&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201508182000572071&i=|1,"Near Govt Bus Stand, Infront of SBI Keonjhar",Hotel Prince,Hotel,Deluxe|Super Deluxe,Orissa,Location:4.7/5 | Hospitality:4.3/5 | Facilities:4.1/5 | Cleanliness:4.3/5 | Value for Money:4.3/5 | Food:1.9/5
342,Khajjiar,Khajjiar,India,32.547184,76.063632,3,Location:3.9,33,Excellent:9|Very Good:5|Average:6|Poor:9|Terrible:4,3.4,Family:13,9,1,4,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XKJ&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200710081254353656&i=|1,"Khajjiar, Nr. Dalhousie Khajjiar, Dist Chamba Himachal Pradesh",Shining Star Resort,Hotel,Standard Room 3rd Floor|Super Deluxe Room|Family Room (4 Bedded),Himachal pradesh,Location:3.9/5 | Hospitality:3.8/5 | Facilities:3.0/5 | Cleanliness:3.3/5 | Value for Money:3.5/5 | Food:2.8/5
343,Bogorijuri,Kaziranga,India,26.577226,93.273384,1,Location:4.9,9,Excellent:8|Very Good:0|Average:0|Poor:1|Terrible:0,4.6,Family:6,2,1,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KAZ&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201404081338191210&i=|1,"Harmoti , Near Bagori Range Near Bagori Range","United 21 Grassland Resort , Kaziranga",Hotel,Executive Room|Presidential Suite,Assam,Location:4.9/5 | Hospitality:4.6/5 | Facilities:4.7/5 | Cleanliness:2.7/5 | Value for Money:4.6/5 | Food:3.8/5
344,Below Gummat,Jammu,India,32.725665,74.856451,2,Location:4.4,14,Excellent:6|Very Good:0|Average:2|Poor:6|Terrible:0,3.6,Family:5,2,3,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=IXJ&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201508241716266248&i=|1,"Lane no 2 ,Sant Market ,Jammu Jewel Chowk",HOTEL RAJDHANI,Hotel,Deluxe Two Bed Non A/c|Super Deluxe Two Bed A/c|Deluxe Three Bed Non Ac Room|3 Bed Super Deluxe Ac,Jammu and Kashmir,Location:4.4/5 | Hospitality:3.7/5 | Facilities:3.1/5 | Cleanliness:3.4/5 | Value for Money:3.7/5 | Food:1.1/5
345,Station Area,Kanpur,India,26.4659,80.347373,2,Location:3.6,37,Excellent:11|Very Good:10|Average:7|Poor:8|Terrible:1,3.7,Family:6,1,26,0,1,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KNU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201408201404371414&i=|1,"77/1, A Halsey Road, Moolganj Chauraha, Kanpur Moolganj Chauraha, Kanpur",Hotel Maharaja Palace,Hotel,Family Air Cooled|Executive Deluxe (a/c)|Luxury Room (a/c),Uttar Pradesh,Location:3.6/5 | Hospitality:3.5/5 | Facilities:3.5/5 | Cleanliness:3.5/5 | Value for Money:3.5/5 | Food:1.2/5
346,Subhash Road,Kakinada,India,16.957553,82.235277,2,Location:4.4,13,Excellent:6|Very Good:4|Average:3|Poor:0|Terrible:0,4.3,Family:2,2,4,2,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KAK&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201201171154448590&i=|1,"13-1-28 , Main Road , Kakinada",Arka The Business Hotel,Hotel,Arka Classic|Arka Superior,Andhra Pradesh,Location:4.4/5 | Hospitality:4.0/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4.0/5 | Food:3.4/5
347,Mukundapur,Kolkata,India,22.519177,88.381232,2,Location:4.5,8,Excellent:6|Very Good:1|Average:0|Poor:0|Terrible:1,4.2,Family:4,2,0,0,2,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=CCU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201208141149394543&i=|1,"23/3 R.K. Chatterjee Road,Bakultala on Rashbehari Connector to EM Bypass EM Bypass, South Kolkata",Down Town Guesthouse,Hotel,Executive|Superior,West Bengal,Location:4.5/5 | Hospitality:4.2/5 | Facilities:4.0/5 | Cleanliness:3.8/5 | Value for Money:4.2/5 | Food:2.8/5
348,Janbazar,Kolkata,India,22.561669,88.357807,3,Location:4.6,34,Excellent:23|Very Good:7|Average:4|Poor:0|Terrible:0,4.6,Family:13,7,11,0,2,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=CCU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201105251036408675&i=|1,"109, S.N.Banerjee Road S.N.Banerjee Road",Mayur Residency,Hotel,Deluxe Room|Executive Room|Premium Room,West Bengal,Location:4.6/5 | Hospitality:4.7/5 | Facilities:4.5/5 | Cleanliness:4.5/5 | Value for Money:4.7/5 | Food:3.3/5
349,Shastri Nagar,Jodhpur,India,26.273194,73.002983,2,Location:3.9,10,Excellent:3|Very Good:4|Average:1|Poor:1|Terrible:1,4,Family:4,3,3,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=JDH&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=20140620191500101&i=|1,Opposite Kalpataru Cinema Shashtri Nagar Shashtri Nagar,Hotel Jain Excellency,Hotel,Deluxe|Super Deluxe|Suite,Rajasthan,Location:3.9/5 | Hospitality:3.4/5 | Facilities:3.9/5 | Cleanliness:4.0/5 | Value for Money:3.4/5 | Food:2.7/5
350,Civil Lines,Kota,India,25.205989,75.857752,1,Location:4.5,2,Excellent:1|Very Good:1|Average:0|Poor:0|Terrible:0,4.5,Family:0,0,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOK&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200811051252294859&i=|1,"Civil Lines,Kota",Brijraj Bhawan Palace,Hotel,Standard Ac.|Suite,Rajasthan,Location:4.5/5 | Hospitality:0.0/5 | Facilities:4.5/5 | Cleanliness:4.0/5 | Value for Money:4.5/5 | Food:0.0/5
351,Civil Lines,Kanpur,India,26.474398,80.356118,1,Location:4.4,21,Excellent:4|Very Good:5|Average:8|Poor:4|Terrible:0,3.8,Family:1,3,11,0,1,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KNU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200701211330239310&i=|1,Civil Lines,Hotel Mandakini Palace,Hotel,Luxury|Executive|Superior|Suite,Uttar Pradesh,Location:4.4/5 | Hospitality:3.9/5 | Facilities:3.6/5 | Cleanliness:3.5/5 | Value for Money:3.8/5 | Food:1.4/5
